"サンプル","時間","デコーダー","Ann Row","Ann Class","値",
"3411957","3.412 s","I2C","Bits","Data/address bit","0",
"3411959","3.412 s","I2C","Bits","Data/address bit","0",
"3411962","3.412 s","I2C","Bits","Data/address bit","0",
"3411965","3.412 s","I2C","Bits","Data/address bit","0",
"3411967","3.412 s","I2C","Bits","Data/address bit","0",
"3411970","3.412 s","I2C","Bits","Data/address bit","0",
"3411973","3.412 s","I2C","Bits","Data/address bit","0",
"3411976","3.412 s","I2C","Address/data","ACK","ACK",
"3411978","3.412 s","I2C","Address/data","Data write","Data write: 00",
"3411978","3.412 s","I2C","Bits","Data/address bit","0",
"3411981","3.412 s","I2C","Bits","Data/address bit","0",
"3411984","3.412 s","I2C","Bits","Data/address bit","0",
"3411986","3.412 s","I2C","Bits","Data/address bit","0",
"3411989","3.412 s","I2C","Bits","Data/address bit","0",
"3411992","3.412 s","I2C","Bits","Data/address bit","0",
"3411994","3.412 s","I2C","Bits","Data/address bit","0",
"3411997","3.412 s","I2C","Bits","Data/address bit","0",
"3412000","3.412 s","I2C","Address/data","ACK","ACK",
"3412002","3.412 s","I2C","Address/data","Data write","Data write: 00",
"3412002","3.412 s","I2C","Bits","Data/address bit","0",
"3412005","3.412 s","I2C","Bits","Data/address bit","0",
"3412008","3.412 s","I2C","Bits","Data/address bit","0",
"3412010","3.412 s","I2C","Bits","Data/address bit","0",
"3412013","3.412 s","I2C","Bits","Data/address bit","0",
"3412016","3.412 s","I2C","Bits","Data/address bit","0",
"3412018","3.412 s","I2C","Bits","Data/address bit","0",
"3412021","3.412 s","I2C","Bits","Data/address bit","0",
"3412024","3.412 s","I2C","Address/data","ACK","ACK",
"3412027","3.412 s","I2C","Address/data","Data write","Data write: 00",
"3412027","3.412 s","I2C","Bits","Data/address bit","0",
"3412029","3.412 s","I2C","Bits","Data/address bit","0",
"3412032","3.412 s","I2C","Bits","Data/address bit","0",
"3412035","3.412 s","I2C","Bits","Data/address bit","0",
"3412037","3.412 s","I2C","Bits","Data/address bit","0",
"3412040","3.412 s","I2C","Bits","Data/address bit","0",
"3412043","3.412 s","I2C","Bits","Data/address bit","0",
"3412045","3.412 s","I2C","Bits","Data/address bit","0",
"3412048","3.412 s","I2C","Address/data","ACK","ACK",
"3412057","3.412 s","I2C","Address/data","Data write","Data write: 00",
"3412057","3.412 s","I2C","Bits","Data/address bit","0",
"3412059","3.412 s","I2C","Bits","Data/address bit","0",
"3412062","3.412 s","I2C","Bits","Data/address bit","0",
"3412065","3.412 s","I2C","Bits","Data/address bit","0",
"3412068","3.412 s","I2C","Bits","Data/address bit","0",
"3412070","3.412 s","I2C","Bits","Data/address bit","0",
"3412073","3.412 s","I2C","Bits","Data/address bit","0",
"3412076","3.412 s","I2C","Bits","Data/address bit","0",
"3412078","3.412 s","I2C","Address/data","ACK","ACK",
"3412081","3.412 s","I2C","Address/data","Data write","Data write: 00",
"3412081","3.412 s","I2C","Bits","Data/address bit","0",
"3412084","3.412 s","I2C","Bits","Data/address bit","0",
"3412086","3.412 s","I2C","Bits","Data/address bit","0",
"3412089","3.412 s","I2C","Bits","Data/address bit","0",
"3412092","3.412 s","I2C","Bits","Data/address bit","0",
"3412094","3.412 s","I2C","Bits","Data/address bit","0",
"3412097","3.412 s","I2C","Bits","Data/address bit","0",
"3412100","3.412 s","I2C","Bits","Data/address bit","0",
"3412102","3.412 s","I2C","Address/data","ACK","ACK",
"3412105","3.412 s","I2C","Address/data","Data write","Data write: 00",
"3412105","3.412 s","I2C","Bits","Data/address bit","0",
"3412108","3.412 s","I2C","Bits","Data/address bit","0",
"3412110","3.412 s","I2C","Bits","Data/address bit","0",
"3412113","3.412 s","I2C","Bits","Data/address bit","0",
"3412116","3.412 s","I2C","Bits","Data/address bit","0",
"3412119","3.412 s","I2C","Bits","Data/address bit","0",
"3412121","3.412 s","I2C","Bits","Data/address bit","0",
"3412124","3.412 s","I2C","Bits","Data/address bit","0",
"3412127","3.412 s","I2C","Address/data","ACK","ACK",
"3412129","3.412 s","I2C","Address/data","Data write","Data write: 00",
"3412129","3.412 s","I2C","Bits","Data/address bit","0",
"3412132","3.412 s","I2C","Bits","Data/address bit","0",
"3412135","3.412 s","I2C","Bits","Data/address bit","0",
"3412137","3.412 s","I2C","Bits","Data/address bit","0",
"3412140","3.412 s","I2C","Bits","Data/address bit","0",
"3412143","3.412 s","I2C","Bits","Data/address bit","0",
"3412145","3.412 s","I2C","Bits","Data/address bit","0",
"3412148","3.412 s","I2C","Bits","Data/address bit","0",
"3412151","3.412 s","I2C","Address/data","ACK","ACK",
"3412155","3.412 s","I2C","Address/data","Stop condition","Stop",
"3461324","3.461 s","I2C","Address/data","Start condition","Start",
"3461327","3.461 s","I2C","Bits","Data/address bit","1",
"3461327","3.461 s","I2C","Address/data","Address write","Address write: 70",
"3461330","3.461 s","I2C","Bits","Data/address bit","1",
"3461332","3.461 s","I2C","Bits","Data/address bit","1",
"3461335","3.461 s","I2C","Bits","Data/address bit","0",
"3461338","3.461 s","I2C","Bits","Data/address bit","0",
"3461340","3.461 s","I2C","Bits","Data/address bit","0",
"3461343","3.461 s","I2C","Bits","Data/address bit","0",
"3461346","3.461 s","I2C","Bits","Data/address bit","0",
"3461346","3.461 s","I2C","Address/data","Address write","Write",
"3461348","3.461 s","I2C","Address/data","ACK","ACK",
"3461351","3.461 s","I2C","Address/data","Data write","Data write: 40",
"3461351","3.461 s","I2C","Bits","Data/address bit","0",
"3461354","3.461 s","I2C","Bits","Data/address bit","1",
"3461356","3.461 s","I2C","Bits","Data/address bit","0",
"3461359","3.461 s","I2C","Bits","Data/address bit","0",
"3461362","3.461 s","I2C","Bits","Data/address bit","0",
"3461364","3.461 s","I2C","Bits","Data/address bit","0",
"3461367","3.461 s","I2C","Bits","Data/address bit","0",
"3461370","3.461 s","I2C","Bits","Data/address bit","0",
"3461372","3.461 s","I2C","Address/data","ACK","ACK",
"3461376","3.461 s","I2C","Address/data","Stop condition","Stop",
"3461389","3.461 s","I2C","Address/data","Start condition","Start",
"3461392","3.461 s","I2C","Bits","Data/address bit","1",
"3461392","3.461 s","I2C","Address/data","Address read","Address read: 70",
"3461394","3.461 s","I2C","Bits","Data/address bit","1",
"3461397","3.461 s","I2C","Bits","Data/address bit","1",
"3461400","3.461 s","I2C","Bits","Data/address bit","0",
"3461403","3.461 s","I2C","Bits","Data/address bit","0",
"3461405","3.461 s","I2C","Bits","Data/address bit","0",
"3461408","3.461 s","I2C","Bits","Data/address bit","0",
"3461411","3.461 s","I2C","Bits","Data/address bit","1",
"3461411","3.461 s","I2C","Address/data","Address read","Read",
"3461413","3.461 s","I2C","Address/data","ACK","ACK",
"3461416","3.461 s","I2C","Address/data","Data read","Data read: 00",
"3461416","3.461 s","I2C","Bits","Data/address bit","0",
"3461419","3.461 s","I2C","Bits","Data/address bit","0",
"3461421","3.461 s","I2C","Bits","Data/address bit","0",
"3461424","3.461 s","I2C","Bits","Data/address bit","0",
"3461427","3.461 s","I2C","Bits","Data/address bit","0",
"3461429","3.461 s","I2C","Bits","Data/address bit","0",
"3461432","3.461 s","I2C","Bits","Data/address bit","0",
"3461435","3.461 s","I2C","Bits","Data/address bit","0",
"3461438","3.461 s","I2C","Address/data","ACK","ACK",
"3461441","3.461 s","I2C","Address/data","Data read","Data read: 00",
"3461441","3.461 s","I2C","Bits","Data/address bit","0",
"3461444","3.461 s","I2C","Bits","Data/address bit","0",
"3461446","3.461 s","I2C","Bits","Data/address bit","0",
"3461449","3.461 s","I2C","Bits","Data/address bit","0",
"3461452","3.461 s","I2C","Bits","Data/address bit","0",
"3461454","3.461 s","I2C","Bits","Data/address bit","0",
"3461457","3.461 s","I2C","Bits","Data/address bit","0",
"3461460","3.461 s","I2C","Bits","Data/address bit","0",
"3461463","3.461 s","I2C","Address/data","ACK","ACK",
"3461466","3.461 s","I2C","Address/data","Data read","Data read: 00",
"3461466","3.461 s","I2C","Bits","Data/address bit","0",
"3461468","3.461 s","I2C","Bits","Data/address bit","0",
"3461471","3.461 s","I2C","Bits","Data/address bit","0",
"3461474","3.461 s","I2C","Bits","Data/address bit","0",
"3461476","3.461 s","I2C","Bits","Data/address bit","0",
"3461479","3.461 s","I2C","Bits","Data/address bit","0",
"3461482","3.461 s","I2C","Bits","Data/address bit","0",
"3461484","3.461 s","I2C","Bits","Data/address bit","0",
"3461488","3.461 s","I2C","Address/data","ACK","ACK",
"3461490","3.461 s","I2C","Address/data","Data read","Data read: 00",
"3461490","3.461 s","I2C","Bits","Data/address bit","0",
"3461493","3.461 s","I2C","Bits","Data/address bit","0",
"3461496","3.461 s","I2C","Bits","Data/address bit","0",
"3461498","3.461 s","I2C","Bits","Data/address bit","0",
"3461501","3.462 s","I2C","Bits","Data/address bit","0",
"3461504","3.462 s","I2C","Bits","Data/address bit","0",
"3461507","3.462 s","I2C","Bits","Data/address bit","0",
"3461509","3.462 s","I2C","Bits","Data/address bit","0",
"3461513","3.462 s","I2C","Address/data","ACK","ACK",
"3461515","3.462 s","I2C","Address/data","Data read","Data read: 00",
"3461515","3.462 s","I2C","Bits","Data/address bit","0",
"3461518","3.462 s","I2C","Bits","Data/address bit","0",
"3461521","3.462 s","I2C","Bits","Data/address bit","0",
"3461523","3.462 s","I2C","Bits","Data/address bit","0",
"3461526","3.462 s","I2C","Bits","Data/address bit","0",
"3461529","3.462 s","I2C","Bits","Data/address bit","0",
"3461531","3.462 s","I2C","Bits","Data/address bit","0",
"3461534","3.462 s","I2C","Bits","Data/address bit","0",
"3461544","3.462 s","I2C","Address/data","ACK","ACK",
"3461546","3.462 s","I2C","Address/data","Data read","Data read: 00",
"3461546","3.462 s","I2C","Bits","Data/address bit","0",
"3461549","3.462 s","I2C","Bits","Data/address bit","0",
"3461552","3.462 s","I2C","Bits","Data/address bit","0",
"3461554","3.462 s","I2C","Bits","Data/address bit","0",
"3461557","3.462 s","I2C","Bits","Data/address bit","0",
"3461560","3.462 s","I2C","Bits","Data/address bit","0",
"3461563","3.462 s","I2C","Bits","Data/address bit","0",
"3461565","3.462 s","I2C","Bits","Data/address bit","0",
"3461568","3.462 s","I2C","Address/data","NACK","NACK",
"3461572","3.462 s","I2C","Address/data","Stop condition","Stop",
"3477965","3.478 s","I2C","Address/data","Start condition","Start",
"3477967","3.478 s","I2C","Bits","Data/address bit","1",
"3477967","3.478 s","I2C","Address/data","Address write","Address write: 70",
"3477970","3.478 s","I2C","Bits","Data/address bit","1",
"3477973","3.478 s","I2C","Bits","Data/address bit","1",
"3477975","3.478 s","I2C","Bits","Data/address bit","0",
"3477978","3.478 s","I2C","Bits","Data/address bit","0",
"3477981","3.478 s","I2C","Bits","Data/address bit","0",
"3477983","3.478 s","I2C","Bits","Data/address bit","0",
"3477986","3.478 s","I2C","Bits","Data/address bit","0",
"3477986","3.478 s","I2C","Address/data","Address write","Write",
"3477989","3.478 s","I2C","Address/data","ACK","ACK",
"3477992","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3477992","3.478 s","I2C","Bits","Data/address bit","0",
"3477994","3.478 s","I2C","Bits","Data/address bit","0",
"3477997","3.478 s","I2C","Bits","Data/address bit","0",
"3478000","3.478 s","I2C","Bits","Data/address bit","0",
"3478002","3.478 s","I2C","Bits","Data/address bit","0",
"3478005","3.478 s","I2C","Bits","Data/address bit","0",
"3478008","3.478 s","I2C","Bits","Data/address bit","0",
"3478010","3.478 s","I2C","Bits","Data/address bit","0",
"3478013","3.478 s","I2C","Address/data","ACK","ACK",
"3478016","3.478 s","I2C","Address/data","Data write","Data write: 01",
"3478016","3.478 s","I2C","Bits","Data/address bit","0",
"3478018","3.478 s","I2C","Bits","Data/address bit","0",
"3478021","3.478 s","I2C","Bits","Data/address bit","0",
"3478024","3.478 s","I2C","Bits","Data/address bit","0",
"3478026","3.478 s","I2C","Bits","Data/address bit","0",
"3478029","3.478 s","I2C","Bits","Data/address bit","0",
"3478032","3.478 s","I2C","Bits","Data/address bit","0",
"3478034","3.478 s","I2C","Bits","Data/address bit","1",
"3478037","3.478 s","I2C","Address/data","ACK","ACK",
"3478040","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478040","3.478 s","I2C","Bits","Data/address bit","0",
"3478043","3.478 s","I2C","Bits","Data/address bit","0",
"3478045","3.478 s","I2C","Bits","Data/address bit","0",
"3478048","3.478 s","I2C","Bits","Data/address bit","0",
"3478051","3.478 s","I2C","Bits","Data/address bit","0",
"3478053","3.478 s","I2C","Bits","Data/address bit","0",
"3478056","3.478 s","I2C","Bits","Data/address bit","0",
"3478059","3.478 s","I2C","Bits","Data/address bit","0",
"3478061","3.478 s","I2C","Address/data","ACK","ACK",
"3478064","3.478 s","I2C","Address/data","Data write","Data write: 40",
"3478064","3.478 s","I2C","Bits","Data/address bit","0",
"3478067","3.478 s","I2C","Bits","Data/address bit","1",
"3478069","3.478 s","I2C","Bits","Data/address bit","0",
"3478072","3.478 s","I2C","Bits","Data/address bit","0",
"3478075","3.478 s","I2C","Bits","Data/address bit","0",
"3478077","3.478 s","I2C","Bits","Data/address bit","0",
"3478080","3.478 s","I2C","Bits","Data/address bit","0",
"3478083","3.478 s","I2C","Bits","Data/address bit","0",
"3478086","3.478 s","I2C","Address/data","ACK","ACK",
"3478093","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478093","3.478 s","I2C","Bits","Data/address bit","0",
"3478096","3.478 s","I2C","Bits","Data/address bit","0",
"3478098","3.478 s","I2C","Bits","Data/address bit","0",
"3478101","3.478 s","I2C","Bits","Data/address bit","0",
"3478104","3.478 s","I2C","Bits","Data/address bit","0",
"3478106","3.478 s","I2C","Bits","Data/address bit","0",
"3478109","3.478 s","I2C","Bits","Data/address bit","0",
"3478112","3.478 s","I2C","Bits","Data/address bit","0",
"3478114","3.478 s","I2C","Address/data","ACK","ACK",
"3478117","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478117","3.478 s","I2C","Bits","Data/address bit","0",
"3478120","3.478 s","I2C","Bits","Data/address bit","0",
"3478122","3.478 s","I2C","Bits","Data/address bit","0",
"3478125","3.478 s","I2C","Bits","Data/address bit","0",
"3478128","3.478 s","I2C","Bits","Data/address bit","0",
"3478131","3.478 s","I2C","Bits","Data/address bit","0",
"3478133","3.478 s","I2C","Bits","Data/address bit","0",
"3478136","3.478 s","I2C","Bits","Data/address bit","0",
"3478139","3.478 s","I2C","Address/data","ACK","ACK",
"3478141","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478141","3.478 s","I2C","Bits","Data/address bit","0",
"3478144","3.478 s","I2C","Bits","Data/address bit","0",
"3478147","3.478 s","I2C","Bits","Data/address bit","0",
"3478149","3.478 s","I2C","Bits","Data/address bit","0",
"3478152","3.478 s","I2C","Bits","Data/address bit","0",
"3478155","3.478 s","I2C","Bits","Data/address bit","0",
"3478157","3.478 s","I2C","Bits","Data/address bit","0",
"3478160","3.478 s","I2C","Bits","Data/address bit","0",
"3478163","3.478 s","I2C","Address/data","ACK","ACK",
"3478165","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478165","3.478 s","I2C","Bits","Data/address bit","0",
"3478168","3.478 s","I2C","Bits","Data/address bit","0",
"3478171","3.478 s","I2C","Bits","Data/address bit","0",
"3478174","3.478 s","I2C","Bits","Data/address bit","0",
"3478176","3.478 s","I2C","Bits","Data/address bit","0",
"3478179","3.478 s","I2C","Bits","Data/address bit","0",
"3478182","3.478 s","I2C","Bits","Data/address bit","0",
"3478184","3.478 s","I2C","Bits","Data/address bit","0",
"3478187","3.478 s","I2C","Address/data","ACK","ACK",
"3478190","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478190","3.478 s","I2C","Bits","Data/address bit","0",
"3478192","3.478 s","I2C","Bits","Data/address bit","0",
"3478195","3.478 s","I2C","Bits","Data/address bit","0",
"3478198","3.478 s","I2C","Bits","Data/address bit","0",
"3478200","3.478 s","I2C","Bits","Data/address bit","0",
"3478203","3.478 s","I2C","Bits","Data/address bit","0",
"3478206","3.478 s","I2C","Bits","Data/address bit","0",
"3478208","3.478 s","I2C","Bits","Data/address bit","0",
"3478211","3.478 s","I2C","Address/data","ACK","ACK",
"3478214","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478214","3.478 s","I2C","Bits","Data/address bit","0",
"3478216","3.478 s","I2C","Bits","Data/address bit","0",
"3478219","3.478 s","I2C","Bits","Data/address bit","0",
"3478222","3.478 s","I2C","Bits","Data/address bit","0",
"3478225","3.478 s","I2C","Bits","Data/address bit","0",
"3478227","3.478 s","I2C","Bits","Data/address bit","0",
"3478230","3.478 s","I2C","Bits","Data/address bit","0",
"3478233","3.478 s","I2C","Bits","Data/address bit","0",
"3478235","3.478 s","I2C","Address/data","ACK","ACK",
"3478238","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478238","3.478 s","I2C","Bits","Data/address bit","0",
"3478241","3.478 s","I2C","Bits","Data/address bit","0",
"3478243","3.478 s","I2C","Bits","Data/address bit","0",
"3478246","3.478 s","I2C","Bits","Data/address bit","0",
"3478249","3.478 s","I2C","Bits","Data/address bit","0",
"3478251","3.478 s","I2C","Bits","Data/address bit","0",
"3478254","3.478 s","I2C","Bits","Data/address bit","0",
"3478257","3.478 s","I2C","Bits","Data/address bit","0",
"3478259","3.478 s","I2C","Address/data","ACK","ACK",
"3478262","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478262","3.478 s","I2C","Bits","Data/address bit","0",
"3478265","3.478 s","I2C","Bits","Data/address bit","0",
"3478267","3.478 s","I2C","Bits","Data/address bit","0",
"3478270","3.478 s","I2C","Bits","Data/address bit","0",
"3478273","3.478 s","I2C","Bits","Data/address bit","0",
"3478276","3.478 s","I2C","Bits","Data/address bit","0",
"3478278","3.478 s","I2C","Bits","Data/address bit","0",
"3478281","3.478 s","I2C","Bits","Data/address bit","0",
"3478284","3.478 s","I2C","Address/data","ACK","ACK",
"3478286","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478286","3.478 s","I2C","Bits","Data/address bit","0",
"3478289","3.478 s","I2C","Bits","Data/address bit","0",
"3478292","3.478 s","I2C","Bits","Data/address bit","0",
"3478294","3.478 s","I2C","Bits","Data/address bit","0",
"3478297","3.478 s","I2C","Bits","Data/address bit","0",
"3478300","3.478 s","I2C","Bits","Data/address bit","0",
"3478302","3.478 s","I2C","Bits","Data/address bit","0",
"3478305","3.478 s","I2C","Bits","Data/address bit","0",
"3478308","3.478 s","I2C","Address/data","ACK","ACK",
"3478316","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478316","3.478 s","I2C","Bits","Data/address bit","0",
"3478319","3.478 s","I2C","Bits","Data/address bit","0",
"3478322","3.478 s","I2C","Bits","Data/address bit","0",
"3478325","3.478 s","I2C","Bits","Data/address bit","0",
"3478327","3.478 s","I2C","Bits","Data/address bit","0",
"3478330","3.478 s","I2C","Bits","Data/address bit","0",
"3478333","3.478 s","I2C","Bits","Data/address bit","0",
"3478335","3.478 s","I2C","Bits","Data/address bit","0",
"3478338","3.478 s","I2C","Address/data","ACK","ACK",
"3478341","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478341","3.478 s","I2C","Bits","Data/address bit","0",
"3478343","3.478 s","I2C","Bits","Data/address bit","0",
"3478346","3.478 s","I2C","Bits","Data/address bit","0",
"3478349","3.478 s","I2C","Bits","Data/address bit","0",
"3478351","3.478 s","I2C","Bits","Data/address bit","0",
"3478354","3.478 s","I2C","Bits","Data/address bit","0",
"3478357","3.478 s","I2C","Bits","Data/address bit","0",
"3478359","3.478 s","I2C","Bits","Data/address bit","0",
"3478362","3.478 s","I2C","Address/data","ACK","ACK",
"3478365","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478365","3.478 s","I2C","Bits","Data/address bit","0",
"3478368","3.478 s","I2C","Bits","Data/address bit","0",
"3478370","3.478 s","I2C","Bits","Data/address bit","0",
"3478373","3.478 s","I2C","Bits","Data/address bit","0",
"3478376","3.478 s","I2C","Bits","Data/address bit","0",
"3478378","3.478 s","I2C","Bits","Data/address bit","0",
"3478381","3.478 s","I2C","Bits","Data/address bit","0",
"3478384","3.478 s","I2C","Bits","Data/address bit","0",
"3478386","3.478 s","I2C","Address/data","ACK","ACK",
"3478389","3.478 s","I2C","Address/data","Data write","Data write: 00",
"3478389","3.478 s","I2C","Bits","Data/address bit","0",
"3478392","3.478 s","I2C","Bits","Data/address bit","0",
"3478394","3.478 s","I2C","Bits","Data/address bit","0",
"3478397","3.478 s","I2C","Bits","Data/address bit","0",
"3478400","3.478 s","I2C","Bits","Data/address bit","0",
"3478402","3.478 s","I2C","Bits","Data/address bit","0",
"3478405","3.478 s","I2C","Bits","Data/address bit","0",
"3478408","3.478 s","I2C","Bits","Data/address bit","0",
"3478410","3.478 s","I2C","Address/data","ACK","ACK",
"3478414","3.478 s","I2C","Address/data","Stop condition","Stop",
"3494774","3.495 s","I2C","Address/data","Start condition","Start",
"3494776","3.495 s","I2C","Bits","Data/address bit","1",
"3494776","3.495 s","I2C","Address/data","Address write","Address write: 70",
"3494779","3.495 s","I2C","Bits","Data/address bit","1",
"3494782","3.495 s","I2C","Bits","Data/address bit","1",
"3494785","3.495 s","I2C","Bits","Data/address bit","0",
"3494787","3.495 s","I2C","Bits","Data/address bit","0",
"3494790","3.495 s","I2C","Bits","Data/address bit","0",
"3494793","3.495 s","I2C","Bits","Data/address bit","0",
"3494795","3.495 s","I2C","Bits","Data/address bit","0",
"3494795","3.495 s","I2C","Address/data","Address write","Write",
"3494798","3.495 s","I2C","Address/data","ACK","ACK",
"3494801","3.495 s","I2C","Address/data","Data write","Data write: 40",
"3494801","3.495 s","I2C","Bits","Data/address bit","0",
"3494803","3.495 s","I2C","Bits","Data/address bit","1",
"3494806","3.495 s","I2C","Bits","Data/address bit","0",
"3494809","3.495 s","I2C","Bits","Data/address bit","0",
"3494811","3.495 s","I2C","Bits","Data/address bit","0",
"3494814","3.495 s","I2C","Bits","Data/address bit","0",
"3494817","3.495 s","I2C","Bits","Data/address bit","0",
"3494819","3.495 s","I2C","Bits","Data/address bit","0",
"3494822","3.495 s","I2C","Address/data","ACK","ACK",
"3494826","3.495 s","I2C","Address/data","Stop condition","Stop",
"3494838","3.495 s","I2C","Address/data","Start condition","Start",
"3494841","3.495 s","I2C","Bits","Data/address bit","1",
"3494841","3.495 s","I2C","Address/data","Address read","Address read: 70",
"3494843","3.495 s","I2C","Bits","Data/address bit","1",
"3494846","3.495 s","I2C","Bits","Data/address bit","1",
"3494849","3.495 s","I2C","Bits","Data/address bit","0",
"3494852","3.495 s","I2C","Bits","Data/address bit","0",
"3494854","3.495 s","I2C","Bits","Data/address bit","0",
"3494857","3.495 s","I2C","Bits","Data/address bit","0",
"3494860","3.495 s","I2C","Bits","Data/address bit","1",
"3494860","3.495 s","I2C","Address/data","Address read","Read",
"3494862","3.495 s","I2C","Address/data","ACK","ACK",
"3494865","3.495 s","I2C","Address/data","Data read","Data read: 00",
"3494865","3.495 s","I2C","Bits","Data/address bit","0",
"3494868","3.495 s","I2C","Bits","Data/address bit","0",
"3494870","3.495 s","I2C","Bits","Data/address bit","0",
"3494873","3.495 s","I2C","Bits","Data/address bit","0",
"3494876","3.495 s","I2C","Bits","Data/address bit","0",
"3494878","3.495 s","I2C","Bits","Data/address bit","0",
"3494881","3.495 s","I2C","Bits","Data/address bit","0",
"3494884","3.495 s","I2C","Bits","Data/address bit","0",
"3494887","3.495 s","I2C","Address/data","ACK","ACK",
"3494890","3.495 s","I2C","Address/data","Data read","Data read: 00",
"3494890","3.495 s","I2C","Bits","Data/address bit","0",
"3494892","3.495 s","I2C","Bits","Data/address bit","0",
"3494895","3.495 s","I2C","Bits","Data/address bit","0",
"3494898","3.495 s","I2C","Bits","Data/address bit","0",
"3494900","3.495 s","I2C","Bits","Data/address bit","0",
"3494903","3.495 s","I2C","Bits","Data/address bit","0",
"3494906","3.495 s","I2C","Bits","Data/address bit","0",
"3494908","3.495 s","I2C","Bits","Data/address bit","0",
"3494912","3.495 s","I2C","Address/data","ACK","ACK",
"3494914","3.495 s","I2C","Address/data","Data read","Data read: 00",
"3494914","3.495 s","I2C","Bits","Data/address bit","0",
"3494917","3.495 s","I2C","Bits","Data/address bit","0",
"3494920","3.495 s","I2C","Bits","Data/address bit","0",
"3494922","3.495 s","I2C","Bits","Data/address bit","0",
"3494925","3.495 s","I2C","Bits","Data/address bit","0",
"3494928","3.495 s","I2C","Bits","Data/address bit","0",
"3494931","3.495 s","I2C","Bits","Data/address bit","0",
"3494933","3.495 s","I2C","Bits","Data/address bit","0",
"3494937","3.495 s","I2C","Address/data","ACK","ACK",
"3494939","3.495 s","I2C","Address/data","Data read","Data read: 00",
"3494939","3.495 s","I2C","Bits","Data/address bit","0",
"3494942","3.495 s","I2C","Bits","Data/address bit","0",
"3494945","3.495 s","I2C","Bits","Data/address bit","0",
"3494947","3.495 s","I2C","Bits","Data/address bit","0",
"3494950","3.495 s","I2C","Bits","Data/address bit","0",
"3494953","3.495 s","I2C","Bits","Data/address bit","0",
"3494955","3.495 s","I2C","Bits","Data/address bit","0",
"3494958","3.495 s","I2C","Bits","Data/address bit","0",
"3494962","3.495 s","I2C","Address/data","ACK","ACK",
"3494964","3.495 s","I2C","Address/data","Data read","Data read: 00",
"3494964","3.495 s","I2C","Bits","Data/address bit","0",
"3494967","3.495 s","I2C","Bits","Data/address bit","0",
"3494970","3.495 s","I2C","Bits","Data/address bit","0",
"3494973","3.495 s","I2C","Bits","Data/address bit","0",
"3494975","3.495 s","I2C","Bits","Data/address bit","0",
"3494978","3.495 s","I2C","Bits","Data/address bit","0",
"3494981","3.495 s","I2C","Bits","Data/address bit","0",
"3494983","3.495 s","I2C","Bits","Data/address bit","0",
"3494994","3.495 s","I2C","Address/data","ACK","ACK",
"3494997","3.495 s","I2C","Address/data","Data read","Data read: 00",
"3494997","3.495 s","I2C","Bits","Data/address bit","0",
"3494999","3.495 s","I2C","Bits","Data/address bit","0",
"3495002","3.495 s","I2C","Bits","Data/address bit","0",
"3495005","3.495 s","I2C","Bits","Data/address bit","0",
"3495007","3.495 s","I2C","Bits","Data/address bit","0",
"3495010","3.495 s","I2C","Bits","Data/address bit","0",
"3495013","3.495 s","I2C","Bits","Data/address bit","0",
"3495015","3.495 s","I2C","Bits","Data/address bit","0",
"3495018","3.495 s","I2C","Address/data","NACK","NACK",
"3495022","3.495 s","I2C","Address/data","Stop condition","Stop",
"3511451","3.511 s","I2C","Address/data","Start condition","Start",
"3511454","3.511 s","I2C","Bits","Data/address bit","1",
"3511454","3.511 s","I2C","Address/data","Address write","Address write: 70",
"3511456","3.511 s","I2C","Bits","Data/address bit","1",
"3511459","3.511 s","I2C","Bits","Data/address bit","1",
"3511462","3.511 s","I2C","Bits","Data/address bit","0",
"3511464","3.511 s","I2C","Bits","Data/address bit","0",
"3511467","3.511 s","I2C","Bits","Data/address bit","0",
"3511470","3.511 s","I2C","Bits","Data/address bit","0",
"3511472","3.511 s","I2C","Bits","Data/address bit","0",
"3511472","3.511 s","I2C","Address/data","Address write","Write",
"3511475","3.511 s","I2C","Address/data","ACK","ACK",
"3511478","3.511 s","I2C","Address/data","Data write","Data write: 40",
"3511478","3.511 s","I2C","Bits","Data/address bit","0",
"3511481","3.511 s","I2C","Bits","Data/address bit","1",
"3511483","3.511 s","I2C","Bits","Data/address bit","0",
"3511486","3.511 s","I2C","Bits","Data/address bit","0",
"3511489","3.511 s","I2C","Bits","Data/address bit","0",
"3511491","3.511 s","I2C","Bits","Data/address bit","0",
"3511494","3.511 s","I2C","Bits","Data/address bit","0",
"3511497","3.511 s","I2C","Bits","Data/address bit","0",
"3511499","3.511 s","I2C","Address/data","ACK","ACK",
